time_utc,date_utc,hour_utc,split,source_file,pv_raw_kw,pv_clean_kw,wind_raw_kw,wind_clean_kw,load_kw,critical_load_kw,noncritical_load_kw,spot_price_nok_per_kwh,buy_price_nok_per_kwh,sell_price_nok_per_kwh
2020-01-02 00:00:00,2020-01-02,0,development,train,0.0,0.0,21.06,21.06,13.06596,4.3117668,8.7541932,0.12897,0.17897000000000002,0.14317600000000003
2020-01-02 01:00:00,2020-01-02,1,development,train,0.0,0.0,13.21,13.21,13.914829999999998,4.5918939,9.322936099999998,0.18732,0.23731999999999998,0.189856
2020-01-02 02:00:00,2020-01-02,2,development,train,0.0,0.0,12.45,12.45,14.09472444,4.6512590652000005,9.443465374799999,0.20746,0.25746,0.20596800000000004
2020-01-02 03:00:00,2020-01-02,3,development,train,0.0,0.0,9.24,9.24,14.12158111,4.6601217663,9.461459343699998,0.2386,0.2886,0.23088000000000003
2020-01-02 04:00:00,2020-01-02,4,development,train,0.0,0.0,4.82,4.82,13.45286222,4.4394445326000005,9.013417687399999,0.25804,0.30804,0.24643199999999998
2020-01-02 05:00:00,2020-01-02,5,development,train,0.0,0.0,16.07,16.07,12.23060667,4.0361002011,8.194506468899998,0.27248,0.32248,0.257984
2020-01-02 06:00:00,2020-01-02,6,development,train,0.0,0.0,3.28,3.28,13.14819,4.3389027,8.8092873,0.27887,0.32887,0.263096
2020-01-02 07:00:00,2020-01-02,7,development,train,0.0,0.0,13.0,13.0,22.48820444,7.4211074652,15.067096974799998,0.2885,0.33849999999999997,0.2708
2020-01-02 08:00:00,2020-01-02,8,development,train,0.0,0.0,28.21,28.21,18.85918889,6.2235323337,12.635656556299997,0.29419,0.34419,0.275352
2020-01-02 09:00:00,2020-01-02,9,development,train,0.0,0.0,17.66,17.66,20.74766667,6.846730001100001,13.9009366689,0.2938,0.3438,0.27504
2020-01-02 10:00:00,2020-01-02,10,development,train,0.0,0.0,4.1,4.1,20.33082222,6.709171332600001,13.6216508874,0.29429,0.34429,0.275432
2020-01-02 11:00:00,2020-01-02,11,development,train,0.0,0.0,0.1,0.1,14.92799,4.9262367000000005,10.001753299999999,0.2940899999999999,0.3440899999999999,0.2752719999999999
2020-01-02 12:00:00,2020-01-02,12,development,train,0.0,0.0,-0.27,0.0,20.86298,6.884783400000001,13.978196599999999,0.2940899999999999,0.3440899999999999,0.2752719999999999
2020-01-02 13:00:00,2020-01-02,13,development,train,0.0,0.0,-0.28,0.0,17.38338111,5.7365157663,11.646865343699998,0.29645,0.34645,0.27716
2020-01-02 14:00:00,2020-01-02,14,development,train,0.0,0.0,-0.28,0.0,22.34846667,7.3749940011,14.9734726689,0.30411,0.35411,0.283288
2020-01-02 15:00:00,2020-01-02,15,development,train,0.0,0.0,4.91,4.91,22.97504444,7.581764665200001,15.3932797748,0.30647,0.35647,0.28517600000000004
2020-01-02 16:00:00,2020-01-02,16,development,train,0.0,0.0,-0.31,0.0,18.67262889,6.1619675336999995,12.510661356299998,0.30431,0.35431,0.28344800000000003
2020-01-02 17:00:00,2020-01-02,17,development,train,0.0,0.0,-0.36,0.0,14.09666,4.6518978,9.4447622,0.29812,0.34812,0.278496
2020-01-02 18:00:00,2020-01-02,18,development,train,0.0,0.0,-0.32,0.0,21.34411556,7.0435581348,14.300557425199997,0.28751,0.33751,0.27000799999999997
2020-01-02 19:00:00,2020-01-02,19,development,train,0.0,0.0,17.44,17.44,50.75179111,16.7480910663,34.00370004369999,0.2767099999999999,0.3267099999999999,0.26136799999999993
2020-01-02 20:00:00,2020-01-02,20,development,train,0.0,0.0,50.38,50.38,24.26989556,8.0090655348,16.260830025199997,0.27523,0.32522999999999996,0.26018399999999997
2020-01-02 21:00:00,2020-01-02,21,development,train,0.0,0.0,5.4,5.4,18.65073778,6.1547434674,12.495994312599999,0.27199,0.32199,0.257592
2020-01-02 22:00:00,2020-01-02,22,development,train,0.0,0.0,-0.26,0.0,18.94588889,6.2521433337,12.693745556299998,0.23958,0.28958,0.231664
2020-01-02 23:00:00,2020-01-02,23,development,train,0.0,0.0,3.97,3.97,17.45741444,5.760946765200001,11.6964676748,0.1865099999999999,0.2365099999999999,0.18920799999999993
2020-01-03 00:00:00,2020-01-03,0,development,train,0.0,0.0,35.66,35.66,15.36674222,5.0710249326,10.295717287399999,0.09833,0.14833000000000002,0.11866400000000002
2020-01-03 01:00:00,2020-01-03,1,development,train,0.0,0.0,4.54,4.54,16.19501111,5.3443536663,10.850657443699998,0.01507,0.06507,0.052056000000000005
2020-01-03 02:00:00,2020-01-03,2,development,train,0.0,0.0,17.05,17.05,17.33339111,5.720019066300001,11.6133720437,0.01025,0.060250000000000005,0.04820000000000001
2020-01-03 03:00:00,2020-01-03,3,development,train,0.0,0.0,41.2,41.2,16.20722667,5.348384801100001,10.858841868899999,0.01044,0.06044,0.048352000000000006
2020-01-03 04:00:00,2020-01-03,4,development,train,0.0,0.0,67.76,67.76,14.95034222,4.9336129326,10.016729287399999,0.09774,0.14773999999999998,0.11819199999999999
